Ejercicio,Código Entidad,Entidad,Código Departamento,Departamento,Código Clase,Clase,Código Sección,Sección,Código Grupo,Grupo,Código Recurso,Recurso,Asignado,Modificado,Vigente,Devengado,Percibido
2017,12101305,MUNICIPALIDAD DE NENTON,1300,HUEHUETENANGO,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10289,OTROS ARBITRIOS MUNICIPALES,"65,000.00",0,65000,"56,748.00","56,748.00"
2017,12101305,MUNICIPALIDAD DE NENTON,1300,HUEHUETENANGO,11000,INGRESOS NO TRIBUTARIOS,11200,TASAS,11290,TASAS Y LICENCIAS VARIAS,11290,TASAS Y LICENCIAS VARIAS,"5,000.00",0,5000,8.00,8.00
2017,12101305,MUNICIPALIDAD DE NENTON,1300,HUEHUETENANGO,11000,INGRESOS NO TRIBUTARIOS,11400,"ARRENDAMIENTO DE EDIFICIOS, EQUIPOS E INSTALACIONES",11410,DE EDIFICIOS Y VIVIENDAS,11410,DE EDIFICIOS Y VIVIENDAS,"79,000.00",0,79000,"71,380.00","71,380.00"
2017,12101305,MUNICIPALIDAD DE NENTON,1300,HUEHUETENANGO,11000,INGRESOS NO TRIBUTARIOS,11600,MULTAS,11610,ORIGINADAS POR INGRESOS NO TRIBUTARIOS,11610,ORIGINADAS POR INGRESOS NO TRIBUTARIOS,700.00,0,700,8.00,8.00
2017,12101305,MUNICIPALIDAD DE NENTON,1300,HUEHUETENANGO,11000,INGRESOS NO TRIBUTARIOS,11900,OTROS INGRESOS NO TRIBUTARIOS,11990,OTROS INGRESOS NO TRIBUTARIOS,11990,OTROS INGRESOS NO TRIBUTARIOS,"3,000.00",0,3000,"25,247.10","25,247.10"
2017,12101305,MUNICIPALIDAD DE NENTON,1300,HUEHUETENANGO,13000,VTA. DE BIENES Y SERV. DE LA ADM. PÚBLICA,13200,VENTA DE SERVICIOS,13260,SERVICIOS ADMINISTRATIVOS MUNICIPALES,13260,SERVICIOS ADMINISTRATIVOS MUNICIPALES,"65,600.00",0,65600,"62,714.00","62,714.00"
2017,12101305,MUNICIPALIDAD DE NENTON,1300,HUEHUETENANGO,14000,INGRESOS DE OPERACION,14100,VENTA DE BIENES,14110,VENTA DE INSUMOS AGRICOLAS,14110,VENTA DE INSUMOS AGRICOLAS,0.00,0,0,25.00,25.00
2017,12101305,MUNICIPALIDAD DE NENTON,1300,HUEHUETENANGO,14000,INGRESOS DE OPERACION,14200,VENTA DE SERVICIOS,14240,SERVICIOS PÚBLICOS MUNICIPALES,14240,SERVICIOS PÚBLICOS MUNICIPALES,"177,500.00",0,177500,"172,558.00","172,558.00"
2017,12101305,MUNICIPALIDAD DE NENTON,1300,HUEHUETENANGO,15000,RENTAS DE LA PROPIEDAD,15100,INTERESES,15130,POR DEPOSITOS,15131,POR DEPOSITOS INTERNOS,"80,000.00",0,80000,"48,522.17","48,522.17"
2017,12101305,MUNICIPALIDAD DE NENTON,1300,HUEHUETENANGO,16000,TRANSFERENCIAS CORRIENTES,16200,DEL SECTOR PÚBLICO,16210,DE LA ADMINISTRACIÓN CENTRAL,16210,DE LA ADMINISTRACIÓN CENTRAL,"2,494,635.28",0,2494635.28,"1,267,207.53","1,267,207.53"
2017,12101305,MUNICIPALIDAD DE NENTON,1300,HUEHUETENANGO,17000,TRANSFERENCIAS DE CAPITAL,17200,DEL SECTOR PÚBLICO,17210,DE LA ADMINISTRACIÓN CENTRAL,17210,DE LA ADMINISTRACIÓN CENTRAL,"12,473,749.60",0,12473749.6,"6,433,249.59","6,433,249.59"
2017,12101305,MUNICIPALIDAD DE NENTON,1300,HUEHUETENANGO,17000,TRANSFERENCIAS DE CAPITAL,17200,DEL SECTOR PÚBLICO,17220,DE ENTIDADES DESCENT. Y AUTONOMAS NO FINAN.,17220,DE ENTIDADES DESCENT. Y AUTONOMAS NO FINAN.,0.00,3322989.21,3322989.21,"1,190,274.84","1,190,274.84"
2017,12101305,MUNICIPALIDAD DE NENTON,1300,HUEHUETENANGO,23000,DISMINUCIÓN DE OTROS ACTIVOS FINANCIEROS,23100,DISMINUCIÓN DE DISPONIBILIDADES,23110,DISMINUCIÓN DE CAJA Y BANCOS,23110,DISMINUCIÓN DE CAJA Y BANCOS,0.00,2848115.37,2848115.37,0.00,0.00
2017,12101305,MUNICIPALIDAD DE NENTON,1300,HUEHUETENANGO,23000,DISMINUCIÓN DE OTROS ACTIVOS FINANCIEROS,23400,DISM. DE ACT. DIFERIDOS Y ANTICIPOS A CONTRATISTAS,23440,DISM. DE ANTICIPOS A CONTRAT. Y PROV. A LGO. PL.,23440,DISM. DE ANTICIPOS A CONTRAT. Y PROV. A LGO. PL.,0.00,1506000,1506000,0.00,0.00
2017,12101306,MUNICIPALIDAD DE SAN PEDRO NECTA,1300,HUEHUETENANGO,10000,INGRESOS TRIBUTARIOS,10100,IMPUESTOS DIRECTOS,10140,IMPUESTOS MUNICIPALES,10141,SOBRE LA TENENCIA DE PATRIMONIO,"3,300.00",0,3300,"14,874.80","14,874.80"
2017,12101306,MUNICIPALIDAD DE SAN PEDRO NECTA,1300,HUEHUETENANGO,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10289,OTROS ARBITRIOS MUNICIPALES,"65,000.00",0,65000,"60,923.00","60,923.00"
2017,12101306,MUNICIPALIDAD DE SAN PEDRO NECTA,1300,HUEHUETENANGO,11000,INGRESOS NO TRIBUTARIOS,11200,TASAS,11290,TASAS Y LICENCIAS VARIAS,11290,TASAS Y LICENCIAS VARIAS,"602,000.00",0,602000,"164,376.06","164,376.06"
2017,12101306,MUNICIPALIDAD DE SAN PEDRO NECTA,1300,HUEHUETENANGO,11000,INGRESOS NO TRIBUTARIOS,11400,"ARRENDAMIENTO DE EDIFICIOS, EQUIPOS E INSTALACIONES",11410,DE EDIFICIOS Y VIVIENDAS,11410,DE EDIFICIOS Y VIVIENDAS,"80,500.00",0,80500,"57,590.00","57,590.00"
2017,12101306,MUNICIPALIDAD DE SAN PEDRO NECTA,1300,HUEHUETENANGO,11000,INGRESOS NO TRIBUTARIOS,11900,OTROS INGRESOS NO TRIBUTARIOS,11990,OTROS INGRESOS NO TRIBUTARIOS,11990,OTROS INGRESOS NO TRIBUTARIOS,"81,000.00",0,81000,"84,787.00","84,787.00"
2017,12101306,MUNICIPALIDAD DE SAN PEDRO NECTA,1300,HUEHUETENANGO,13000,VTA. DE BIENES Y SERV. DE LA ADM. PÚBLICA,13200,VENTA DE SERVICIOS,13260,SERVICIOS ADMINISTRATIVOS MUNICIPALES,13260,SERVICIOS ADMINISTRATIVOS MUNICIPALES,"9,125.00",0,9125,"31,678.00","31,678.00"
2017,12101306,MUNICIPALIDAD DE SAN PEDRO NECTA,1300,HUEHUETENANGO,14000,INGRESOS DE OPERACION,14100,VENTA DE BIENES,14110,VENTA DE INSUMOS AGRICOLAS,14110,VENTA DE INSUMOS AGRICOLAS,"97,000.00",0,97000,25.00,25.00
2017,12101306,MUNICIPALIDAD DE SAN PEDRO NECTA,1300,HUEHUETENANGO,14000,INGRESOS DE OPERACION,14200,VENTA DE SERVICIOS,14240,SERVICIOS PÚBLICOS MUNICIPALES,14240,SERVICIOS PÚBLICOS MUNICIPALES,"107,200.00",0,107200,"110,937.00","110,937.00"
2017,12101306,MUNICIPALIDAD DE SAN PEDRO NECTA,1300,HUEHUETENANGO,15000,RENTAS DE LA PROPIEDAD,15100,INTERESES,15130,POR DEPOSITOS,15131,POR DEPOSITOS INTERNOS,"60,000.00",0,60000,"66,243.89","66,243.89"
2017,12101306,MUNICIPALIDAD DE SAN PEDRO NECTA,1300,HUEHUETENANGO,16000,TRANSFERENCIAS CORRIENTES,16100,DEL SECTOR PRIVADO,16130,DE EMPRESAS PRIVADAS,16130,DE EMPRESAS PRIVADAS,0.00,8000,8000,"8,000.00","8,000.00"
2017,12101306,MUNICIPALIDAD DE SAN PEDRO NECTA,1300,HUEHUETENANGO,16000,TRANSFERENCIAS CORRIENTES,16200,DEL SECTOR PÚBLICO,16210,DE LA ADMINISTRACIÓN CENTRAL,16210,DE LA ADMINISTRACIÓN CENTRAL,"2,262,178.58",0,2262178.58,"1,146,367.79","1,146,367.79"
2017,12101306,MUNICIPALIDAD DE SAN PEDRO NECTA,1300,HUEHUETENANGO,17000,TRANSFERENCIAS DE CAPITAL,17100,DEL SECTOR PRIVADO,17110,DE PERSONAS Y UNIDADES FAMILIARES,17110,DE PERSONAS Y UNIDADES FAMILIARES,0.00,24000,24000,0.00,0.00
2017,12101306,MUNICIPALIDAD DE SAN PEDRO NECTA,1300,HUEHUETENANGO,17000,TRANSFERENCIAS DE CAPITAL,17200,DEL SECTOR PÚBLICO,17210,DE LA ADMINISTRACIÓN CENTRAL,17210,DE LA ADMINISTRACIÓN CENTRAL,"11,347,960.82",0,11347960.82,"5,819,781.18","5,819,781.18"
2017,12101306,MUNICIPALIDAD DE SAN PEDRO NECTA,1300,HUEHUETENANGO,17000,TRANSFERENCIAS DE CAPITAL,17200,DEL SECTOR PÚBLICO,17220,DE ENTIDADES DESCENT. Y AUTONOMAS NO FINAN.,17220,DE ENTIDADES DESCENT. Y AUTONOMAS NO FINAN.,0.00,2286849.6,2286849.6,"390,810.67","390,810.67"
2017,12101306,MUNICIPALIDAD DE SAN PEDRO NECTA,1300,HUEHUETENANGO,23000,DISMINUCIÓN DE OTROS ACTIVOS FINANCIEROS,23100,DISMINUCIÓN DE DISPONIBILIDADES,23110,DISMINUCIÓN DE CAJA Y BANCOS,23110,DISMINUCIÓN DE CAJA Y BANCOS,0.00,4714250.31,4714250.31,0.00,0.00
2017,12101306,MUNICIPALIDAD DE SAN PEDRO NECTA,1300,HUEHUETENANGO,23000,DISMINUCIÓN DE OTROS ACTIVOS FINANCIEROS,23400,DISM. DE ACT. DIFERIDOS Y ANTICIPOS A CONTRATISTAS,23440,DISM. DE ANTICIPOS A CONTRAT. Y PROV. A LGO. PL.,23440,DISM. DE ANTICIPOS A CONTRAT. Y PROV. A LGO. PL.,0.00,1533950.9,1533950.9,0.00,0.00
2017,12101306,MUNICIPALIDAD DE SAN PEDRO NECTA,1300,HUEHUETENANGO,24000,ENDEUDAMIENTO PÚBLICO INTERNO,24400,OBTENCIÓN DE PRESTAMOS INTERNOS A LARGO PLAZO,24410,DEL SECTOR PRIVADO,24410,DEL SECTOR PRIVADO,0.00,29014,29014,0.00,0.00
2017,12101307,MUNICIPALIDAD DE JACALTENANGO,1300,HUEHUETENANGO,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10281,SOBRE ESTABLECIMIENTOS COMERCIALES,"3,000.00",0,3000,0.00,0.00
2017,12101307,MUNICIPALIDAD DE JACALTENANGO,1300,HUEHUETENANGO,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10282,SOBRE ESTABLECIMIENTOS DE SERVICIOS,"196,900.00",0,196900,"135,615.00","135,615.00"
2017,12101307,MUNICIPALIDAD DE JACALTENANGO,1300,HUEHUETENANGO,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10283,SOBRE ESTABLECIMIENTOS INDUSTRIALES,549.00,0,549,0.00,0.00
2017,12101307,MUNICIPALIDAD DE JACALTENANGO,1300,HUEHUETENANGO,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10284,SOBRE DIVERSIONES Y ESPECTACULOS,"10,647.00",0,10647,"1,120.00","1,120.00"
2017,12101307,MUNICIPALIDAD DE JACALTENANGO,1300,HUEHUETENANGO,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10286,SOBRE PRODUCTOS PRIMARIOS AGRICOLAS,"7,492.00",0,7492,"10,558.00","10,558.00"
2017,12101307,MUNICIPALIDAD DE JACALTENANGO,1300,HUEHUETENANGO,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10289,OTROS ARBITRIOS MUNICIPALES,"122,500.00",0,122500,"148,877.00","148,877.00"
2017,12101307,MUNICIPALIDAD DE JACALTENANGO,1300,HUEHUETENANGO,11000,INGRESOS NO TRIBUTARIOS,11200,TASAS,11290,TASAS Y LICENCIAS VARIAS,11290,TASAS Y LICENCIAS VARIAS,"400,100.00",0,400100,"260,710.34","260,710.34"
2017,12101307,MUNICIPALIDAD DE JACALTENANGO,1300,HUEHUETENANGO,11000,INGRESOS NO TRIBUTARIOS,11400,"ARRENDAMIENTO DE EDIFICIOS, EQUIPOS E INSTALACIONES",11410,DE EDIFICIOS Y VIVIENDAS,11410,DE EDIFICIOS Y VIVIENDAS,"391,800.00",0,391800,"220,835.00","220,835.00"
2017,12101307,MUNICIPALIDAD DE JACALTENANGO,1300,HUEHUETENANGO,11000,INGRESOS NO TRIBUTARIOS,11400,"ARRENDAMIENTO DE EDIFICIOS, EQUIPOS E INSTALACIONES",11420,DE MAQUINARIAS Y EQUIPOS,11420,DE MAQUINARIAS Y EQUIPOS,"3,270.00",0,3270,390.00,390.00
2017,12101307,MUNICIPALIDAD DE JACALTENANGO,1300,HUEHUETENANGO,11000,INGRESOS NO TRIBUTARIOS,11600,MULTAS,11610,ORIGINADAS POR INGRESOS NO TRIBUTARIOS,11610,ORIGINADAS POR INGRESOS NO TRIBUTARIOS,"15,608.00",0,15608,0.00,0.00
2017,12101307,MUNICIPALIDAD DE JACALTENANGO,1300,HUEHUETENANGO,11000,INGRESOS NO TRIBUTARIOS,11900,OTROS INGRESOS NO TRIBUTARIOS,11990,OTROS INGRESOS NO TRIBUTARIOS,11990,OTROS INGRESOS NO TRIBUTARIOS,"105,000.00",0,105000,"100,238.00","100,238.00"
2017,12101307,MUNICIPALIDAD DE JACALTENANGO,1300,HUEHUETENANGO,13000,VTA. DE BIENES Y SERV. DE LA ADM. PÚBLICA,13200,VENTA DE SERVICIOS,13260,SERVICIOS ADMINISTRATIVOS MUNICIPALES,13260,SERVICIOS ADMINISTRATIVOS MUNICIPALES,"184,460.00",0,184460,"112,392.50","112,392.50"
2017,12101307,MUNICIPALIDAD DE JACALTENANGO,1300,HUEHUETENANGO,14000,INGRESOS DE OPERACION,14100,VENTA DE BIENES,14190,VENTA DE OTROS BIENES,14190,VENTA DE OTROS BIENES,"64,500.00",0,64500,"26,626.50","26,626.50"
2017,12101307,MUNICIPALIDAD DE JACALTENANGO,1300,HUEHUETENANGO,14000,INGRESOS DE OPERACION,14200,VENTA DE SERVICIOS,14240,SERVICIOS PÚBLICOS MUNICIPALES,14240,SERVICIOS PÚBLICOS MUNICIPALES,"626,500.00",0,626500,"551,783.50","551,783.50"
2017,12101307,MUNICIPALIDAD DE JACALTENANGO,1300,HUEHUETENANGO,15000,RENTAS DE LA PROPIEDAD,15100,INTERESES,15130,POR DEPOSITOS,15131,POR DEPOSITOS INTERNOS,"120,000.00",0,120000,"38,136.02","38,136.02"
2017,12101307,MUNICIPALIDAD DE JACALTENANGO,1300,HUEHUETENANGO,15000,RENTAS DE LA PROPIEDAD,15300,ARRENDAMIENTO DE TIERRAS Y TERRENOS,15310,ARRENDAMIENTO DE TIERRAS Y TERRENOS,15310,ARRENDAMIENTO DE TIERRAS Y TERRENOS,500.00,0,500,0.00,0.00
2017,12101307,MUNICIPALIDAD DE JACALTENANGO,1300,HUEHUETENANGO,16000,TRANSFERENCIAS CORRIENTES,16200,DEL SECTOR PÚBLICO,16210,DE LA ADMINISTRACIÓN CENTRAL,16210,DE LA ADMINISTRACIÓN CENTRAL,"2,573,303.52",0,2573303.52,"1,303,644.43","1,303,644.43"
2017,12101307,MUNICIPALIDAD DE JACALTENANGO,1300,HUEHUETENANGO,17000,TRANSFERENCIAS DE CAPITAL,17200,DEL SECTOR PÚBLICO,17210,DE LA ADMINISTRACIÓN CENTRAL,17210,DE LA ADMINISTRACIÓN CENTRAL,"12,746,539.08",0,12746539.08,"6,618,229.26","6,618,229.26"
2017,12101307,MUNICIPALIDAD DE JACALTENANGO,1300,HUEHUETENANGO,17000,TRANSFERENCIAS DE CAPITAL,17200,DEL SECTOR PÚBLICO,17220,DE ENTIDADES DESCENT. Y AUTONOMAS NO FINAN.,17220,DE ENTIDADES DESCENT. Y AUTONOMAS NO FINAN.,0.00,3740138.4,3740138.4,"1,344,542.19","1,344,542.19"
2017,12101307,MUNICIPALIDAD DE JACALTENANGO,1300,HUEHUETENANGO,23000,DISMINUCIÓN DE OTROS ACTIVOS FINANCIEROS,23100,DISMINUCIÓN DE DISPONIBILIDADES,23110,DISMINUCIÓN DE CAJA Y BANCOS,23110,DISMINUCIÓN DE CAJA Y BANCOS,0.00,2042813.52,2042813.52,0.00,0.00
2017,12101307,MUNICIPALIDAD DE JACALTENANGO,1300,HUEHUETENANGO,23000,DISMINUCIÓN DE OTROS ACTIVOS FINANCIEROS,23400,DISM. DE ACT. DIFERIDOS Y ANTICIPOS A CONTRATISTAS,23440,DISM. DE ANTICIPOS A CONTRAT. Y PROV. A LGO. PL.,23440,DISM. DE ANTICIPOS A CONTRAT. Y PROV. A LGO. PL.,0.00,813104.53,813104.53,0.00,0.00
2017,12101307,MUNICIPALIDAD DE JACALTENANGO,1300,HUEHUETENANGO,24000,ENDEUDAMIENTO PÚBLICO INTERNO,24400,OBTENCIÓN DE PRESTAMOS INTERNOS A LARGO PLAZO,24410,DEL SECTOR PRIVADO,24410,DEL SECTOR PRIVADO,0.00,37762.39,37762.39,0.00,0.00
2017,12101308,MUNICIPALIDAD DE SOLOMA,1300,HUEHUETENANGO,10000,INGRESOS TRIBUTARIOS,10100,IMPUESTOS DIRECTOS,10140,IMPUESTOS MUNICIPALES,10141,SOBRE LA TENENCIA DE PATRIMONIO,0.00,0,0,0.00,0.00
2017,12101308,MUNICIPALIDAD DE SOLOMA,1300,HUEHUETENANGO,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10220,IMPUESTOS SOBRE PRODUCTOS INDUSTRIALES Y PRIMARIOS,10224,REGALIAS,0.00,0,0,4.00,4.00
2017,12101308,MUNICIPALIDAD DE SOLOMA,1300,HUEHUETENANGO,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10281,SOBRE ESTABLECIMIENTOS COMERCIALES,300.00,0,300,0.00,0.00
2017,12101308,MUNICIPALIDAD DE SOLOMA,1300,HUEHUETENANGO,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10282,SOBRE ESTABLECIMIENTOS DE SERVICIOS,"10,800.00",0,10800,0.00,0.00
2017,12101308,MUNICIPALIDAD DE SOLOMA,1300,HUEHUETENANGO,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10283,SOBRE ESTABLECIMIENTOS INDUSTRIALES,0.00,0,0,20.00,20.00
2017,12101308,MUNICIPALIDAD DE SOLOMA,1300,HUEHUETENANGO,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10284,SOBRE DIVERSIONES Y ESPECTACULOS,0.00,0,0,4.00,4.00
2017,12101308,MUNICIPALIDAD DE SOLOMA,1300,HUEHUETENANGO,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10285,"SOBRE PRODUCTOS PRIMARIOS, MINERALES Y VEGETALES",0.00,0,0,"2,600.00","2,600.00"
2017,12101308,MUNICIPALIDAD DE SOLOMA,1300,HUEHUETENANGO,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10289,OTROS ARBITRIOS MUNICIPALES,"99,000.00",0,99000,"63,176.00","63,176.00"
2017,12101308,MUNICIPALIDAD DE SOLOMA,1300,HUEHUETENANGO,11000,INGRESOS NO TRIBUTARIOS,11200,TASAS,11290,TASAS Y LICENCIAS VARIAS,11290,TASAS Y LICENCIAS VARIAS,"3,843,392.00",0,3843392,"306,376.30","306,376.30"
2017,12101308,MUNICIPALIDAD DE SOLOMA,1300,HUEHUETENANGO,11000,INGRESOS NO TRIBUTARIOS,11300,CONTRIBUCIONES POR MEJORAS,11310,CONTRIBUCIONES POR MEJORAS,11310,CONTRIBUCIONES POR MEJORAS,"1,000.00",0,1000,"11,450.00","11,450.00"
2017,12101308,MUNICIPALIDAD DE SOLOMA,1300,HUEHUETENANGO,11000,INGRESOS NO TRIBUTARIOS,11400,"ARRENDAMIENTO DE EDIFICIOS, EQUIPOS E INSTALACIONES",11410,DE EDIFICIOS Y VIVIENDAS,11410,DE EDIFICIOS Y VIVIENDAS,"324,000.00",0,324000,"91,284.00","91,284.00"
2017,12101308,MUNICIPALIDAD DE SOLOMA,1300,HUEHUETENANGO,11000,INGRESOS NO TRIBUTARIOS,11600,MULTAS,11610,ORIGINADAS POR INGRESOS NO TRIBUTARIOS,11610,ORIGINADAS POR INGRESOS NO TRIBUTARIOS,"5,000.00",0,5000,"4,940.00","4,940.00"
2017,12101308,MUNICIPALIDAD DE SOLOMA,1300,HUEHUETENANGO,11000,INGRESOS NO TRIBUTARIOS,11900,OTROS INGRESOS NO TRIBUTARIOS,11990,OTROS INGRESOS NO TRIBUTARIOS,11990,OTROS INGRESOS NO TRIBUTARIOS,"53,355.00",0,53355,"22,937.50","22,937.50"
2017,12101308,MUNICIPALIDAD DE SOLOMA,1300,HUEHUETENANGO,13000,VTA. DE BIENES Y SERV. DE LA ADM. PÚBLICA,13200,VENTA DE SERVICIOS,13260,SERVICIOS ADMINISTRATIVOS MUNICIPALES,13260,SERVICIOS ADMINISTRATIVOS MUNICIPALES,"279,620.00",0,279620,"127,540.00","127,540.00"
2017,12101308,MUNICIPALIDAD DE SOLOMA,1300,HUEHUETENANGO,14000,INGRESOS DE OPERACION,14100,VENTA DE BIENES,14120,VENTA DE PRODUCTOS AGROPECUARIOS Y FORESTALES,14120,VENTA DE PRODUCTOS AGROPECUARIOS Y FORESTALES,0.00,0,0,"1,125.00","1,125.00"
2017,12101308,MUNICIPALIDAD DE SOLOMA,1300,HUEHUETENANGO,14000,INGRESOS DE OPERACION,14200,VENTA DE SERVICIOS,14240,SERVICIOS PÚBLICOS MUNICIPALES,14240,SERVICIOS PÚBLICOS MUNICIPALES,"291,428.00",0,291428,"299,023.00","299,023.00"
2017,12101308,MUNICIPALIDAD DE SOLOMA,1300,HUEHUETENANGO,15000,RENTAS DE LA PROPIEDAD,15100,INTERESES,15130,POR DEPOSITOS,15131,POR DEPOSITOS INTERNOS,"112,000.00",0,112000,"66,734.55","66,734.55"
2017,12101308,MUNICIPALIDAD DE SOLOMA,1300,HUEHUETENANGO,15000,RENTAS DE LA PROPIEDAD,15200,DIVIDENDOS Y/O UTILIDADES,15210,DIVIDENDOS Y/O UTILIDADES,15212,DE EMPRESAS PÚBLICAS MUNICIPALES,0.00,0,0,8.00,8.00
2017,12101308,MUNICIPALIDAD DE SOLOMA,1300,HUEHUETENANGO,15000,RENTAS DE LA PROPIEDAD,15300,ARRENDAMIENTO DE TIERRAS Y TERRENOS,15310,ARRENDAMIENTO DE TIERRAS Y TERRENOS,15310,ARRENDAMIENTO DE TIERRAS Y TERRENOS,0.00,0,0,"156,592.50","156,592.50"
2017,12101308,MUNICIPALIDAD DE SOLOMA,1300,HUEHUETENANGO,16000,TRANSFERENCIAS CORRIENTES,16200,DEL SECTOR PÚBLICO,16210,DE LA ADMINISTRACIÓN CENTRAL,16210,DE LA ADMINISTRACIÓN CENTRAL,"2,865,772.00",235387.69,3101159.69,"1,419,213.25","1,419,213.25"
2017,12101308,MUNICIPALIDAD DE SOLOMA,1300,HUEHUETENANGO,17000,TRANSFERENCIAS DE CAPITAL,17200,DEL SECTOR PÚBLICO,17210,DE LA ADMINISTRACIÓN CENTRAL,17210,DE LA ADMINISTRACIÓN CENTRAL,"14,540,001.00",1187585.78,15727586.78,"7,204,939.01","7,204,939.01"
2017,12101308,MUNICIPALIDAD DE SOLOMA,1300,HUEHUETENANGO,17000,TRANSFERENCIAS DE CAPITAL,17200,DEL SECTOR PÚBLICO,17220,DE ENTIDADES DESCENT. Y AUTONOMAS NO FINAN.,17220,DE ENTIDADES DESCENT. Y AUTONOMAS NO FINAN.,0.00,1765520.1,1765520.1,"1,402,942.09","1,402,942.09"
2017,12101308,MUNICIPALIDAD DE SOLOMA,1300,HUEHUETENANGO,23000,DISMINUCIÓN DE OTROS ACTIVOS FINANCIEROS,23100,DISMINUCIÓN DE DISPONIBILIDADES,23110,DISMINUCIÓN DE CAJA Y BANCOS,23110,DISMINUCIÓN DE CAJA Y BANCOS,0.00,6251963.27,6251963.27,0.00,0.00
2017,12101308,MUNICIPALIDAD DE SOLOMA,1300,HUEHUETENANGO,23000,DISMINUCIÓN DE OTROS ACTIVOS FINANCIEROS,23400,DISM. DE ACT. DIFERIDOS Y ANTICIPOS A CONTRATISTAS,23440,DISM. DE ANTICIPOS A CONTRAT. Y PROV. A LGO. PL.,23440,DISM. DE ANTICIPOS A CONTRAT. Y PROV. A LGO. PL.,0.00,59341.91,59341.91,0.00,0.00
2017,12101309,MUNICIPALIDAD DE SAN ILDEFONSO IXTAHUACAN,1300,HUEHUETENANGO,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10220,IMPUESTOS SOBRE PRODUCTOS INDUSTRIALES Y PRIMARIOS,10224,REGALIAS,"13,000.00",0,13000,0.00,0.00
2017,12101309,MUNICIPALIDAD DE SAN ILDEFONSO IXTAHUACAN,1300,HUEHUETENANGO,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10281,SOBRE ESTABLECIMIENTOS COMERCIALES,251.50,0,251.5,0.00,0.00
2017,12101309,MUNICIPALIDAD DE SAN ILDEFONSO IXTAHUACAN,1300,HUEHUETENANGO,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10283,SOBRE ESTABLECIMIENTOS INDUSTRIALES,230.00,0,230,0.00,0.00
2017,12101309,MUNICIPALIDAD DE SAN ILDEFONSO IXTAHUACAN,1300,HUEHUETENANGO,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10284,SOBRE DIVERSIONES Y ESPECTACULOS,5.00,0,5,0.00,0.00
2017,12101309,MUNICIPALIDAD DE SAN ILDEFONSO IXTAHUACAN,1300,HUEHUETENANGO,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10289,OTROS ARBITRIOS MUNICIPALES,"89,348.00",0,89348,"59,203.00","59,203.00"
2017,12101309,MUNICIPALIDAD DE SAN ILDEFONSO IXTAHUACAN,1300,HUEHUETENANGO,11000,INGRESOS NO TRIBUTARIOS,11200,TASAS,11290,TASAS Y LICENCIAS VARIAS,11290,TASAS Y LICENCIAS VARIAS,"10,177.54",0,10177.54,"2,196.00","2,196.00"
2017,12101309,MUNICIPALIDAD DE SAN ILDEFONSO IXTAHUACAN,1300,HUEHUETENANGO,11000,INGRESOS NO TRIBUTARIOS,11300,CONTRIBUCIONES POR MEJORAS,11310,CONTRIBUCIONES POR MEJORAS,11310,CONTRIBUCIONES POR MEJORAS,"2,400.00",0,2400,"1,200.00","1,200.00"
